"Subdivision";"Division";"Groupe";"Classe";"Taille Du Menage";"Dépenses";"Autoconsommation";"Ménages";"Dépenses moyennes par ménage";"Dépenses moyennes par ménage répondant";"Dépenses moyennes mensuelles par ménage";"Dépenses moyennes mensuelles par ménage répondant";"Dépenses moyennes par UC";"Dépenses moyennes par UC répondant";"Dépenses moyennes mensuelles par UC";"Dépenses moyennes mensuelles par UC répondant"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Légumes";"3";"84766271.827850163";"42491562.450136721";"1765.7148934098836";"46029.953806293532";"48006.771729807784";"3835.829483857794";"4000.5643108173153";"19993.437564941247";"20861.919921500423";"1666.1197970784374";"1738.493326791702"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Légumes";"4";"90897872.498488948";"38878231.948346041";"1756.3766662936746";"49700.918577396857";"51753.063134403077";"4141.7432147830714";"4312.7552612002564";"17564.37410024396";"18154.002484415832";"1463.6978416869965";"1512.833540367986"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Légumes";"5";"47470404.518123701";"19285724.7333709";"925.0426870913567";"50628.033679235581";"51316.988048828876";"4219.0028066029654";"4276.4156707357397";"14458.366125861137";"14637.958523654141";"1204.8638438217615";"1219.8298769711785"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Légumes";"6 et +";"100847912.36037371";"48818189.152895898";"1528.6974695716008";"64086.630122511007";"65969.83011205947";"5340.5525102092506";"5497.4858426716228";"12335.157736014513";"12666.541983798019";"1027.9298113345428";"1055.5451653165014"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Sucres, confitures, miels, chocolats et confiseries";"1";"20057229.273207027";"154337.00795608331";"767.65406148633747";"18874.471564683688";"26127.953044854698";"1572.8726303903072";"2177.3294204045583";"18874.471564683688";"26127.953044854698";"1572.8726303903072";"2177.3294204045583"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Sucres, confitures, miels, chocolats et confiseries";"2";"66542485.155985378";"890081.20428677276";"1625.8800917295162";"34001.154552974847";"40927.055749358107";"2833.4295460812373";"3410.5879791131752";"20267.916594526894";"24462.991485100374";"1688.9930495439078";"2038.5826237583644"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Sucres, confitures, miels, chocolats et confiseries";"3";"60175784.768131562";"2524267.1281413049";"1530.9011478319997";"32676.777371545366";"39307.426774975036";"2723.0647809621137";"3275.6188979145868";"14193.390481138191";"17048.301593858581";"1182.7825400948493";"1420.6917994882149"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Sucres, confitures, miels, chocolats et confiseries";"4";"63982761.207916774";"1883177.9541927041";"1583.4788737384924";"34984.339212169798";"40406.450802123785";"2915.36160101415";"3367.2042335103151";"12363.514380835582";"14191.382271473463";"1030.2928650696317";"1182.6151892894552"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Sucres, confitures, miels, chocolats et confiseries";"5";"41599174.464672878";"4197851.0512658982";"896.26998261816266";"44366.262036418382";"46413.664712003803";"3697.1885030348653";"3867.8053926669832";"12670.127862807329";"13250.742345881839";"1055.8439885672774";"1104.2285288234866"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Sucres, confitures, miels, chocolats et confiseries";"6 et +";"68856431.440480277";"548904.12948793976";"1427.779135777608";"43756.747660906614";"48226.248524761613";"3646.3956384088847";"4018.8540437301344";"8422.1370881955045";"9219.8261545997702";"701.84475734962541";"768.31884621664756"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits alimentaires non définis ailleurs  ";"1";"24677796.915304039";"771614.35659169266";"786.8335802917295";"23222.568272635071";"31363.426184930238";"1935.2140227195894";"2613.6188487441864";"23222.568272635071";"31363.426184930238";"1935.2140227195894";"2613.6188487441864"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits alimentaires non définis ailleurs  ";"2";"56401360.683355287";"2621700.0302692084";"1629.4479996790683";"28819.353186125292";"34613.783744227461";"2401.612765510441";"2884.4819786856219";"17179.07095697417";"20556.96147268514";"1431.5892464145143";"1713.0801227237616"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits alimentaires non définis ailleurs  ";"3";"71200941.259341642";"1639737.5963217178";"1569.3481342014027";"38663.680334886747";"45369.755574070761";"3221.9733612405621";"3780.8129645058971";"16793.844331442982";"19746.018712037705";"1399.4870276202487";"1645.5015593364756"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits alimentaires non définis ailleurs  ";"4";"70918417.164049268";"2192175.6563437087";"1662.3579631258174";"38776.600378263749";"42661.339336744124";"3231.3833648553123";"3555.1116113953435";"13703.704777988403";"15008.832491680179";"1141.9753981657002";"1250.7360409733483"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits alimentaires non définis ailleurs  ";"5";"37681571.048581459";"550740.51866460906";"862.9887250466852";"40188.068071038535";"43664.036336677505";"3349.0056725865443";"3638.6696947231262";"11476.918217750508";"12506.814327659507";"956.4098514792089";"1042.2345273049591"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Produits alimentaires";"Produits alimentaires non définis ailleurs  ";"6 et +";"87705877.539977536";"22514552.800169073";"1400.5172116813701";"55735.156057463057";"62623.919797946321";"4644.5963381219217";"5218.6599831621934";"10727.696870563028";"11944.232324180453";"893.97473921358562";"995.35269368170441"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Cafés, thés, cacaos";"1";"16486259.141419882";"78055.498276639832";"478.95522790248867";"15514.078496794389";"34421.294895597945";"1292.8398747328656";"2868.4412412998286";"15514.078496794389";"34421.294895597945";"1292.8398747328656";"2868.4412412998286"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Cafés, thés, cacaos";"2";"46851625.404040173";"276996.64839727385";"1124.2982009831653";"23939.733430252931";"41671.88505955966";"1994.9777858544107";"3472.6570882966384";"14270.354252341747";"24801.353787484226";"1189.1961876951457";"2066.779482290352"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Cafés, thés, cacaos";"3";"24979694.069547299";"252792.34156261894";"1047.2421115954573";"13564.524419001667";"23852.835741575669";"1130.3770349168055";"1987.7363117979726";"5891.8475827875";"10399.754550538397";"490.987298565625";"866.64621254486644"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Cafés, thés, cacaos";"4";"23597593.139761567";"125693.93985670933";"960.90440891999287";"12902.634825488625";"24557.690568080594";"1075.2195687907188";"2046.4742140067162";"4559.8091834218967";"8609.3335050075839";"379.98409861849143";"717.44445875063195"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Cafés, thés, cacaos";"5";"17450742.07329556";"0";"570.76982462705871";"18611.527885277472";"30574.044597921558";"1550.960657106456";"2547.8370498267968";"5315.0846432611979";"8675.2636227524963";"442.92372027176651";"722.93863522937465"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Cafés, thés, cacaos";"6 et +";"29781484.962573811";"812618.60636351048";"1045.1574161862832";"18925.478640304886";"28494.736296513751";"1577.1232200254071";"2374.5613580428126";"3642.7061902219325";"5439.7790051399725";"303.55884918516108";"453.31491709499772"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Eaux minérales (gazeuses ou non), boissons rafraîchissantes, jus de fruits et de légumes  ";"1";"25364439.701573297";"1317030.1803803546";"728.61331741507956";"23868.720319261305";"34811.935350783016";"1989.0600266051088";"2900.9946125652518";"23868.720319261305";"34811.935350783016";"1989.0600266051088";"2900.9946125652518"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Eaux minérales (gazeuses ou non), boissons rafraîchissantes, jus de fruits et de légumes  ";"2";"90992843.280454487";"745668.93508945615";"1685.9567875921757";"46494.532332852985";"53971.041221292078";"3874.5443610710818";"4497.5867684410068";"27715.156023763604";"32116.993256596816";"2309.5963353136335";"2676.4161047164016"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Eaux minérales (gazeuses ou non), boissons rafraîchissantes, jus de fruits et de légumes  ";"3";"108512406.51685156";"2103286.6991367694";"1641.2028249561411";"58924.628294662856";"66117.60890659655";"4910.3856912219044";"5509.8007422163782";"25594.331069818141";"28743.229415112244";"2132.8609224848451";"2395.2691179260205"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Eaux minérales (gazeuses ou non), boissons rafraîchissantes, jus de fruits et de légumes  ";"4";"102745610.54324703";"885927.78527182573";"1646.611871332286";"56178.996091242268";"62398.19615785643";"4681.5830076035227";"5199.8496798213682";"19853.735749090945";"21908.30323204444";"1654.4779790909122";"1825.6919360037032"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Eaux minérales (gazeuses ou non), boissons rafraîchissantes, jus de fruits et de légumes  ";"5";"52069136.343728341";"856299.05743103265";"784.47783160817141";"55532.663250268502";"66374.260999813283";"4627.7219375223749";"5531.1884166511072";"15859.031427203923";"19043.403678170413";"1321.5859522669937";"1586.950306514201"
"Iles Sous-Le-Vent";"Produits alimentaires et boissons non alcoolisées";"Boissons non alcoolisées";"Eaux minérales (gazeuses ou non), boissons rafraîchissantes, jus de fruits et de légumes  ";"6 et +";"90811061.07972157";"745536.58036286396";"1490.0465977933231";"57708.43189745237";"60945.114880439141";"4809.0359914543651";"5078.7595733699291";"11107.50571207028";"11659.30025173723";"925.62547600585674";"971.60835431143573"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Alcools de bouche, Spiritueux  ";"1";"441281.73635661235";"0";"17.8167103359559";"415.25972862080044";"24767.857142856599";"34.604977385066697";"2063.9880952380499";"415.25972862080044";"24767.857142856599";"34.604977385066697";"2063.9880952380499"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Alcools de bouche, Spiritueux  ";"2";"16347499.16885411";"0";"209.56009840415527";"8353.0671343560443";"78008.644266460047";"696.08892786300373";"6500.7203555383376";"4979.2211533240325";"47990.596848136978";"414.93509611033602";"3999.2164040114149"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Alcools de bouche, Spiritueux  ";"3";"20506571.568664555";"0";"187.69955662238931";"11135.520315769694";"109252.10446777623";"927.96002631414103";"9104.3420389813509";"4836.7923879175332";"46969.648635631173";"403.06603232646108";"3914.1373863025979"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Alcools de bouche, Spiritueux  ";"4";"8266875.8920142809";"0";"95.919320152488012";"4520.142378527913";"86185.722322385016";"376.67853154399273";"7182.1435268654177";"1597.4246351039801";"30337.301621092447";"133.11871959199834";"2528.1084684243706"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Alcools de bouche, Spiritueux  ";"5";"1271101.9793058785";"0";"29.4607848471633";"1355.652947795538";"43145.557251787526";"112.9710789829615";"3595.4631043156269";"387.14769732148818";"12304.10453110995";"32.26230811012401";"1025.3420442591625"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Alcools de bouche, Spiritueux  ";"6 et +";"12870887.564447805";"0";"122.22040332305082";"8179.1659478645106";"105308.8290866436";"681.59716232204255";"8775.7357572203";"1574.2956358148158";"17154.759630313227";"131.19130298456798";"1429.563302526102"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Vins et boissons fermentées";"1";"5473574.9320951132";"0";"146.34139270221692";"5150.8028853716096";"37402.780109063387";"429.23357378096745";"3116.8983424219491";"5150.8028853716096";"37402.780109063387";"429.23357378096745";"3116.8983424219491"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Vins et boissons fermentées";"2";"58643679.265905567";"711613.14555922186";"526.8106454721393";"29965.108721157962";"111318.3261764724";"2497.0923934298298";"9276.5271813726995";"17862.05004774531";"66025.552867759194";"1488.5041706454424";"5502.1294056465995"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Vins et boissons fermentées";"3";"21401937.006201822";"0";"363.80649399128743";"11621.723481732826";"58827.80368047626";"968.47695681106882";"4902.3169733730219";"5047.9781884392696";"25350.049620007718";"420.6648490366058";"2112.5041350006431"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Vins et boissons fermentées";"4";"27200369.648273788";"0";"268.90563048056902";"14872.552239178376";"101152.10157430777";"1239.3793532648647";"8429.3417978589805";"5255.9807510912215";"35204.029731470364";"437.99839592426844";"2933.6691442891965"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Vins et boissons fermentées";"5";"4749744.7155815251";"430044.19166031945";"102.5207064787986";"5065.6875134995671";"46329.61358458623";"422.14062612496394";"3860.8011320488527";"1446.6602675785716";"13163.604593500368";"120.5550222982143";"1096.9670494583638"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Vins et boissons fermentées";"6 et +";"6147663.8409807384";"0";"189.45727113683262";"3906.7051510852707";"32448.814469309455";"325.55876259043924";"2704.0678724424542";"751.94817038460747";"6382.9818443965196";"62.662347532050632";"531.91515369971"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Bières";"1";"21908975.963461414";"333509.85627291567";"267.10395471775848";"20617.022331498309";"82024.15417851838";"1718.0851942915256";"6835.3461815431983";"20617.022331498309";"82024.15417851838";"1718.0851942915256";"6835.3461815431983"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Bières";"2";"74561475.447384164";"5141178.8731563315";"793.74588341100355";"38098.610901614542";"93936.204276068107";"3174.8842418012118";"7828.0170230056747";"22710.389640392274";"56054.519238499139";"1892.5324700326894";"4671.2099365415943"
"Iles Sous-Le-Vent";"Boissons alcoolisées, tabacs et stupéfiants";"Boissons alcoolisées  ";"Bières";"3";"52586426.086640254";"2128173.5665381304";"594.08846317160521";"28555.588342046703";"88516.154321364796";"2379.6323618372253";"7376.346193447067";"12403.322737395714";"38671.289353762615";"1033.6102281163096";"3222.6074461468843"
